ISN,Region,County,Child ID,Custody Start,Custody End,Custody Type,Custody Sequence Number,Custody Tracking Number
52482,III-S,Hinds,5732735,2018-08-14,NULL,CORD,1,25YC18P00779
40486,III-N,Rankin,5733383,2015-07-15,2018-02-16,CORD,1,61YC15P00805
17510,IV-N,Clay,5733650,2007-10-26,2007-10-31,CORD,1,13YC07P00102
25656,VI,Perry,5734045,2010-09-23,2011-05-20,CORD,1,56YC10P00039
28783,VI,Stone,5734045,2011-11-17,2012-06-13,CORD,2,66YC11P00081
28771,II-E,Grenada,5735572,2011-11-19,2012-11-26,CORD,1,22YC11P00243
20205,VII-E,Jackson,5735777,2008-10-30,2008-11-19,CORD,1,30YC08P00938
22032,VII-E,Jackson,5735777,2009-07-22,2011-11-07,CORD,2,30YC09P01145
22956,III-N,Madison,5736226,2009-10-22,2010-09-23,CORD,1,45YC09P00361
17735,VII-C,Harrison,5736323,2007-09-07,2009-07-07,CORD,1,24YC07P01096
40025,V-E,Marion,5736633,2015-05-22,2018-08-30,CORD,1,46YC15P00195
17302,IV-S,Lauderdale,5736943,2007-09-28,2008-12-10,CORD,1,38YC07P00710
21404,V-E,Smith,5736943,2009-05-01,2009-08-13,CORD,2,65YC09P00050
17301,IV-S,Lauderdale,5736978,2007-09-28,2008-10-29,CORD,1,38YC07P00711
21403,V-E,Smith,5736978,2009-05-01,2009-08-13,CORD,2,65YC09P00049
17300,IV-S,Lauderdale,5736994,2007-09-28,2008-10-29,CORD,1,38YC07P00712
34723,VII-C,Harrison,5737001,2013-11-06,2015-01-29,CORD,1,24YC13P01901
18562,IV-S,Lauderdale,5737400,2008-03-21,2008-03-25,CORD,1,38YC08P00145
18977,IV-S,Lauderdale,5737400,2008-05-22,2008-12-19,CORD,2,38YC08P00221
19532,IV-S,Lauderdale,5737508,2008-08-01,2010-05-12,CORD,1,38YC08P00301
17299,IV-S,Lauderdale,5738067,2007-09-27,2007-10-30,CORD,1,38YC07P00714
28031,II-E,Panola,5739055,2011-08-15,2012-05-04,CORD,1,54YC11P00216
32917,II-E,Panola,5739055,2013-05-16,2014-09-25,CORD,2,54YC13P00066
28030,II-E,Panola,5739071,2011-08-15,2012-05-11,CORD,1,54YC11P00219
32916,II-E,Panola,5739071,2013-05-16,2014-09-25,CORD,2,54YC13P00065
28032,II-E,Panola,5739101,2011-08-15,2012-05-11,CORD,1,54YC11P00218
32920,II-E,Panola,5739101,2013-05-16,2014-09-25,CORD,2,54YC13P00068
51583,I-N,Tippah,5739837,2018-04-18,NULL,CORD,1,70YC18P00177
17377,V-W,Pike,5740142,2007-10-03,2007-10-04,CORD,1,57YC07P00346
17379,V-W,Pike,5740150,2007-10-03,2007-10-04,CORD,1,57YC07P00347
17378,V-W,Pike,5740169,2007-10-03,2007-10-04,CORD,1,57YC07P00345
17380,V-W,Pike,5740177,2007-10-03,2007-10-04,CORD,1,57YC07P00348
17569,VII-W,Pearl River,5740495,2007-10-17,2009-02-18,CORD,1,55YC07P00077
35939,III-N,Rankin,5741262,2014-02-24,2014-03-03,CORD,1,61YC14P00302
38126,III-N,Rankin,5741262,2014-11-03,2014-11-06,CORD,2,61YC14P01365
41276,III-N,Rankin,5741262,2015-09-21,2016-05-04,CORD,3,61YC15P01213
17502,V-W,Adams,5742242,2007-10-26,2010-01-20,CORD,1,01YC07P00127
17323,II-E,DeSoto,5742463,2007-10-01,2011-08-01,CORD,1,17YC07P00883
19334,I-S,Pontotoc,5743397,2008-07-10,2010-10-22,CORD,1,58YC08P00239
35339,I-N,Alcorn,5744091,2014-01-16,2015-02-19,CORD,1,02YC14P00035
26684,VII-C,Harrison,5744741,2010-09-22,2011-04-18,CORD,1,24YC11P00045
37845,VII-C,Harrison,5744741,2014-09-24,2014-10-29,CORD,2,24YC14P02234
26659,VII-C,Harrison,5744768,2010-09-22,2011-04-18,CORD,1,24YC11P00044
37844,VII-C,Harrison,5744768,2014-09-24,2014-10-29,CORD,2,24YC14P02235
48727,VII-C,Harrison,5744768,2017-06-12,2017-12-11,CORD,3,24YC17P02291
26657,VII-C,Harrison,5744776,2010-09-22,2011-04-18,CORD,1,24YC11P00042
37842,VII-C,Harrison,5744776,2014-09-24,2014-10-29,CORD,2,24YC14P02237
48567,VII-C,Harrison,5744776,2017-06-12,2017-12-11,CORD,3,24YC17P01892
26658,VII-C,Harrison,5744784,2010-09-22,2011-04-18,CORD,1,24YC11P00043
37843,VII-C,Harrison,5744784,2014-09-24,2014-10-29,CORD,2,24YC14P02236
48566,VII-C,Harrison,5744784,2017-06-12,2018-05-22,CORD,3,24YC17P01893
18385,IV-S,Lauderdale,5745047,2008-02-27,2009-08-21,CORD,1,38YC08P00098
29521,II-W,East Bolivar,5745357,2012-01-12,2013-02-01,CORD,1,06YC12P00010
18838,IV-S,Neshoba,5746299,2008-05-09,2009-07-09,CORD,1,50YC08P00036
42257,VII-C,Harrison,5746388,2015-12-15,2015-12-17,CORD,1,24YC15P03436
24761,VII-E,Jackson,5746620,2010-05-27,2011-02-09,CORD,1,30YC10P00773
41675,VII-C,Harrison,5746620,2015-10-21,2016-12-15,CORD,2,24YC15P02804
20062,VII-W,Hancock,5747082,2008-06-26,2011-11-18,CORD,1,23YC08P00074
20061,VII-W,Hancock,5747090,2008-06-26,2011-11-18,CORD,1,23YC08P00073
26332,III-N,Yazoo,5747171,2011-01-06,2012-01-24,CORD,1,82YC11P00005
18844,VI,Stone,5747422,2008-05-08,2009-05-27,CORD,1,66YC08P00096
23386,VI,Stone,5747422,2010-01-08,2011-05-25,CORD,2,66YC10P00005
17351,V-E,Lincoln,5747716,2007-10-02,2009-11-10,CORD,1,43YC08P00035
35351,V-E,Lincoln,5747716,2014-01-09,2015-08-04,CORD,2,43YC14P00023
41321,V-E,Lincoln,5747716,2015-09-24,2016-05-03,CORD,3,43YC15P00254
17352,V-E,Lincoln,5747724,2007-10-02,2009-11-10,CORD,1,43YC08P00036
35352,V-E,Lincoln,5747724,2014-01-09,2015-08-04,CORD,2,43YC14P00024
41322,V-E,Lincoln,5747724,2015-09-24,2016-05-03,CORD,3,43YC15P00255
47585,VII-E,Jackson,5748518,2017-03-10,NULL,CORD,1,30YC17P00309
36189,I-N,Prentiss,5748631,2014-04-11,2015-05-07,CORD,1,59YC14P00055
43122,I-N,Tishomingo,5749654,2016-03-08,NULL,CORD,1,71YC16P00070
23846,VII-E,Jackson,5749999,2009-06-11,2010-06-16,CORD,1,30YC10P00280
25277,I-S,Monroe,5751330,2010-08-04,2010-12-21,CORD,1,48YC10P00474
17383,VII-E,Jackson,5751845,2007-10-04,2010-05-04,CORD,1,30YC07P00870
28518,IV-N,Winston,5751977,2011-10-10,2012-07-24,CORD,1,80YC11P00063
51673,IV-N,Winston,5751977,2018-04-23,2018-05-22,CORD,2,80YC18P00049
28517,IV-N,Winston,5751993,2011-10-10,2012-07-24,CORD,1,80YC11P00069
51674,IV-N,Winston,5751993,2018-04-23,2018-05-22,CORD,2,80YC18P00050
17353,V-E,Lincoln,5752426,2007-10-04,2009-11-10,CORD,1,43YC08P00037
41327,V-E,Lincoln,5752426,2015-09-25,2016-05-03,CORD,2,43YC15P00256
17357,V-W,Pike,5753457,2007-10-04,2007-10-10,CORD,1,57YC07P00344
17356,V-W,Pike,5753546,2007-10-04,2007-10-10,CORD,1,57YC07P00343
18618,IV-N,Clay,5753996,2007-11-06,2008-09-03,CORD,1,13YC07P00124
17407,III-N,Madison,5754534,2007-10-05,2008-12-22,CORD,1,45YC07P00246
18195,I-S,Pontotoc,5754623,2008-02-07,2008-05-28,CORD,1,58YC07P00211
44324,I-N,Prentiss,5754623,2016-06-16,2018-07-03,CORD,2,59YC16P00133
32595,I-N,Tippah,5755042,2013-04-14,2015-12-10,CORD,1,70YC13P00134
32596,I-N,Tippah,5755077,2013-04-14,2015-12-10,CORD,1,70YC13P00135
28607,VII-C,Harrison,5755220,2011-10-10,2014-08-25,CORD,1,24YC11P00435
28610,VII-C,Harrison,5755298,2011-10-10,2015-02-10,CORD,1,24YC11P00438
17396,VII-E,Jackson,5756006,2007-10-01,2008-09-26,CORD,1,30YC07P00874
52544,VII-E,Jackson,5756006,2018-08-21,NULL,CORD,2,30YC18P00293
17508,V-W,Wilkinson,5757517,2007-10-29,2007-11-01,CORD,1,79YC07P00006
17509,V-W,Wilkinson,5757541,2007-10-29,2007-11-01,CORD,1,79YC07P00007
17406,I-N,Prentiss,5757614,2007-10-10,2008-06-11,CORD,1,59YC07P00347
24550,I-S,Pontotoc,5758009,2010-05-13,2010-05-17,CORD,1,58YC10P00186
17475,VII-E,Jackson,5759323,2007-10-09,2009-01-28,CORD,1,30YC07P00925
17413,VII-E,Jackson,5759773,2007-09-28,2007-10-23,CORD,1,30YC07P00885
17414,VII-E,Jackson,5759803,2007-09-28,2007-10-23,CORD,1,30YC07P00886
50754,IV-N,Lowndes,5759951,2018-01-25,NULL,CORD,1,44YC18P00056
19132,I-S,Monroe,5760364,2008-06-10,2012-01-19,CORD,1,48YC08P00270
26323,IV-N,Clay,5760453,2010-12-29,2011-08-10,CORD,1,13YC10P00068
17409,I-N,Alcorn,5761131,2007-10-10,2008-08-20,CORD,1,02YC07P00316
23161,VII-W,Pearl River,5763150,2009-12-03,2014-11-06,CORD,1,55YC09P00111
17445,II-E,DeSoto,5764866,2007-10-10,2013-02-19,CORD,1,17YC07P00959
17446,II-E,DeSoto,5764882,2007-10-10,2011-11-15,CORD,1,17YC07P00960
17444,II-E,DeSoto,5764904,2007-10-10,2011-08-30,CORD,1,17YC07P00961
20021,IV-S,Neshoba,5765064,2008-10-10,2009-12-11,CORD,1,50YC08P00102
29650,IV-N,Noxubee,5765536,2012-03-14,2014-11-13,CORD,1,52YC12P00005
29621,V-E,Smith,5766648,2012-02-27,2012-03-27,CORD,1,65YC12P00027
49268,II-W,Coahoma,5766737,2017-08-18,2017-09-22,CORD,1,14YC17P00120
29880,VII-C,Harrison,5767024,2012-03-19,2013-06-19,CORD,1,24YC12P00209
17437,III-N,Rankin,5767989,2007-10-15,2008-03-10,CORD,1,61YC07P00881
28908,III-N,Rankin,5767989,2011-11-09,2012-02-09,CORD,2,61YC11P01324
25587,VI,Stone,5769043,2010-09-07,2015-05-07,CORD,1,66YC10P00061
33966,V-W,Warren,5769159,2013-08-30,2013-09-24,CORD,1,75YC13P00243
20052,I-N,Prentiss,5769388,2008-10-13,2010-10-25,CORD,1,59YC08P00348
17799,III-S,Hinds,5770378,2007-12-07,2008-04-29,CORD,1,25YC07P01613
20166,III-S,Hinds,5770378,2008-10-23,2009-02-26,CORD,2,25YC08P01715
17458,VII-W,Hancock,5770696,2007-10-09,2008-01-22,CORD,1,23YC08P00004
33843,II-E,Grenada,5770904,2013-08-20,2014-01-27,CORD,1,22YC13P00219
33844,II-E,Grenada,5770920,2013-08-20,2014-01-27,CORD,1,22YC13P00220
19478,VII-C,Harrison,5771692,2007-10-03,2008-11-04,CORD,1,24YC07P00957
18970,VII-C,Harrison,5771714,2007-10-03,2008-11-04,CORD,1,24YC07P00960
19481,VII-C,Harrison,5771730,2007-10-03,2008-11-04,CORD,1,24YC07P00961
18363,V-E,Lincoln,5772036,2008-02-26,2012-08-14,CORD,1,43YC08P00028
17751,VII-C,Harrison,5773555,2007-10-18,2009-02-11,CORD,1,24YC07P00973
17749,VII-C,Harrison,5773563,2007-10-18,2008-08-13,CORD,1,24YC07P00975
26501,III-S,Hinds,5774306,2011-01-26,NULL,CORD,1,25YC11P00153
26500,III-S,Hinds,5774322,2011-01-26,NULL,CORD,1,25YC11P00155
26499,III-S,Hinds,5774349,2011-01-26,NULL,CORD,1,25YC11P00156
26503,III-S,Hinds,5774373,2011-01-26,2012-09-06,CORD,1,25YC11P00154
28160,VII-E,Jackson,5774691,2011-08-26,2015-12-31,CORD,1,30YC11P00137
28158,VII-E,Jackson,5774705,2011-08-26,2015-12-31,CORD,1,30YC11P00138
28159,VII-E,Jackson,5774713,2011-08-26,2016-07-12,CORD,1,30YC11P00139
19802,VII-C,Harrison,5775051,2008-06-25,2010-09-23,CORD,1,24YC08P00661
19684,VII-E,Jackson,5775205,2008-08-18,2011-08-03,CORD,1,30YC08P00696
21098,IV-N,East Chickasaw,5775221,2009-03-26,2010-06-04,CORD,1,09YC09P00026
17442,I-S,Lafayette,5775612,2007-10-15,2009-01-22,CORD,1,36YC07P00133
19607,IV-S,Lauderdale,5775736,2008-08-12,2009-01-14,CORD,1,38YC08P00312
17588,VII-E,Jackson,5775892,2007-11-08,2009-05-18,CORD,1,30YC07P00979
24047,VII-W,Hancock,5775930,2010-03-23,2010-10-29,CORD,1,23YC10P00050
17662,VII-C,Harrison,5776163,2007-12-05,2008-06-04,CORD,1,24YC07P01063
17661,VII-C,Harrison,5776171,2007-12-05,2008-06-04,CORD,1,24YC07P01062
17449,IV-N,West Chickasaw,5776287,2007-10-15,2008-10-10,CORD,1,84YC07P00203
17534,V-W,Adams,5776651,2007-10-19,2010-05-12,CORD,1,01YC07P00126
17469,IV-S,Lauderdale,5776813,2007-10-17,2008-05-28,CORD,1,38YC07P00774
17470,II-W,Washington,5777151,2007-10-17,2008-07-23,CORD,1,76YC07P00975
37060,V-E,Lincoln,5778182,2014-07-19,2016-09-13,CORD,1,43YC14P00210
30007,V-W,Pike,5778417,2012-05-02,2013-07-24,CORD,1,57YC12P00148
17464,V-E,Simpson,5781086,2007-10-17,2009-10-01,CORD,1,64YC07P00040
17541,V-E,Lincoln,5781108,2007-11-02,2008-10-14,CORD,1,43YC07P00116
21155,I-S,Lee,5781361,2009-04-03,2011-07-06,CORD,1,41YC09P00273
17471,III-N,Rankin,5781558,2007-10-19,2007-11-13,CORD,1,61YC07P00904
17504,IV-N,Lowndes,5782155,2007-10-19,2008-07-01,CORD,1,44YC07P00081
17505,IV-N,Lowndes,5782163,2007-10-19,2008-07-01,CORD,1,44YC07P00082
20721,IV-N,Clay,5782708,2007-10-21,2007-10-24,CORD,1,13YC07P00125
20661,II-E,DeSoto,5783739,2009-01-21,2009-01-27,CORD,1,17YC09P00068
20660,II-E,DeSoto,5783747,2009-01-21,2009-01-22,CORD,1,17YC09P00067
46353,I-S,Union,5783917,2016-11-29,2018-05-24,CORD,1,73YC16P00196
46352,I-S,Union,5784018,2016-11-29,2018-05-24,CORD,1,73YC07P00494
17807,VII-W,Hancock,5784964,2007-11-27,2008-07-23,CORD,1,23YC07P00139
17876,VI,Stone,5785340,2007-10-22,2007-10-31,CORD,1,66YC07P00167
18104,II-E,DeSoto,5785359,2008-01-23,2008-03-24,CORD,1,17YC08P00130
17507,I-S,Pontotoc,5785456,2007-10-26,2009-10-23,CORD,1,58YC07P00225
28750,VII-C,Harrison,5786118,2011-09-01,2011-09-22,CORD,1,24YC11P00445
28751,VII-C,Harrison,5786169,2011-09-01,2011-09-22,CORD,1,24YC11P00446
17476,II-E,DeSoto,5786428,2007-10-18,2007-10-31,CORD,1,17YC07P00996
17484,IV-S,Leake,5786533,2007-10-18,2008-08-07,CORD,1,40YC07P00133
39533,II-W,Holmes,5787920,2015-04-09,NULL,CORD,1,26YC14P00141
39534,II-W,Holmes,5787939,2015-04-09,NULL,CORD,1,26YC15P00045
17500,VII-E,Jackson,5788250,2007-10-19,2009-12-14,CORD,1,30YC07P00926
47439,VII-C,Harrison,5788714,2017-02-27,2017-03-02,CORD,1,24YC17P00798
47438,VII-C,Harrison,5788749,2017-02-27,2017-03-02,CORD,1,24YC17P00797
47437,VII-C,Harrison,5788765,2017-02-27,2017-04-04,CORD,1,24YC17P00795
31185,VII-C,Harrison,5788862,2012-08-27,2014-03-31,CORD,1,24YC12P00510
17556,III-N,Rankin,5789605,2007-10-23,2016-03-04,CORD,1,61YC07P00937
17673,V-W,Adams,5790174,2007-11-20,2008-08-21,CORD,1,01YC07P00141
17674,V-W,Adams,5790190,2007-11-20,2008-08-21,CORD,1,01YC07P00142
21782,V-W,Adams,5790727,2009-06-11,2012-06-25,CORD,1,01YC07P00144
17485,I-N,Prentiss,5792061,2007-10-20,2007-10-22,CORD,1,59YC07P00373
17558,II-E,Tunica,5793181,2007-11-05,2008-06-19,CORD,1,72YC07P00096
17559,II-E,Tunica,5793238,2007-11-05,2008-06-19,CORD,1,72YC07P00097
17520,II-E,DeSoto,5794358,2007-10-25,2007-10-26,CORD,1,17YC07P01038
20795,V-E,Lawrence,5794595,2009-02-09,2009-08-11,CORD,1,39YC09P00010
22034,II-W,Washington,5794811,2009-07-29,2016-06-22,CORD,1,76YC09P00541
22035,II-W,Washington,5794838,2009-07-29,2009-10-07,CORD,1,76YC09P00542
22036,II-W,Washington,5794846,2009-07-29,2009-10-07,CORD,1,76YC09P00543
28924,VI,Forrest,5794897,2011-11-25,2016-05-12,CORD,1,18YC11P00072
28925,VI,Forrest,5794919,2011-11-25,2016-05-12,CORD,1,18YC11P00071
35969,VI,Forrest,5794927,2014-03-11,2017-11-09,CORD,1,18YC14P00234
22026,II-W,Washington,5795664,2009-07-29,2009-10-07,CORD,1,76YC09P00537
48861,IV-S,Lauderdale,5795818,2017-07-14,NULL,CORD,1,38YC17P00368
22377,III-N,Yazoo,5796482,2009-08-28,2010-08-24,CORD,1,82YC07P00090
17821,IV-S,Lauderdale,5797144,2007-12-06,2009-06-05,CORD,1,38YC07P00869
42305,III-N,Madison,5797144,2015-12-23,2017-05-09,CORD,2,45YC15P00564
17675,VII-E,Greene,5797209,2007-10-09,2008-02-15,CORD,1,21YC07P00081
41860,VII-E,George,5797209,2015-11-09,2016-03-29,CORD,2,20YC15P00154
18083,VII-E,Jackson,5797268,2007-12-27,2010-03-03,CORD,1,30YC08P00040
17570,II-E,DeSoto,5797349,2007-11-01,2009-12-08,CORD,1,17YC07P01070
50018,I-N,Alcorn,5797748,2017-10-26,NULL,CORD,1,02YC17P00539
17789,IV-N,Lowndes,5797837,2007-10-24,2008-07-16,CORD,1,44YC07P00098
17790,IV-N,Lowndes,5797845,2007-10-24,2008-07-16,CORD,1,44YC07P00099
17788,IV-N,Lowndes,5797861,2007-10-24,2008-07-16,CORD,1,44YC07P00097
27390,I-S,Lafayette,5797985,2011-05-18,2013-01-10,CORD,1,36YC11P00174
17506,VII-W,Hancock,5798361,2007-10-09,2008-01-21,CORD,1,23YC08P00009
42507,VII-C,Harrison,5798973,2016-01-14,2016-02-11,CORD,1,24YC16P00159
21899,I-S,Union,5799120,2009-07-10,2009-08-27,CORD,1,73YC09P00310
39010,I-S,Union,5799120,2015-02-18,2015-10-29,CORD,2,73YC15P00036
51213,I-S,Union,5799120,2018-03-14,NULL,CORD,3,73YC18P00047
17553,II-E,Tate,5799473,2007-11-02,2008-05-07,CORD,1,69YC07P00103
17522,IV-S,Jones,5799600,2007-10-26,2007-10-29,CORD,1,34YC07P00625
30866,IV-S,Lauderdale,5799953,2012-08-16,2015-03-25,CORD,1,38YC12P00519
19111,VI,Forrest,5800447,2008-06-09,2011-08-18,CORD,1,18YC09P00489
26815,I-S,Union,5801249,2011-03-08,2011-12-16,CORD,1,73YC07P00580
37766,I-N,Tishomingo,5803055,2014-09-11,2017-01-10,CORD,1,71YC14P00211
19661,VII-E,Jackson,5803594,2008-08-06,2008-08-06,CORD,1,30YC08P00683
19679,VII-E,Jackson,5803594,2008-08-13,2009-06-01,CORD,2,30YC09P00159
17531,II-E,DeSoto,5803969,2007-10-31,2008-10-21,CORD,1,17YC07P01047
19987,IV-S,Lauderdale,5804248,2008-10-07,2009-12-09,CORD,1,38YC08P00380
19989,IV-S,Lauderdale,5804256,2008-10-07,2009-12-09,CORD,1,38YC08P00382
19988,IV-S,Lauderdale,5804299,2008-10-07,2009-12-09,CORD,1,38YC08P00381
17568,VII-W,Pearl River,5804752,2007-11-01,2010-03-29,CORD,1,55YC07P00076
17521,VI,Forrest,5804760,2007-10-30,2008-10-20,CORD,1,18YC07P00608
37463,I-S,Monroe,5804841,2014-08-29,2015-08-11,CORD,1,48YC14P00476
17528,VII-W,Pearl River,5804892,2007-10-30,2010-05-13,CORD,1,55YC07P00073
29886,IV-N,Calhoun,5806984,2012-04-16,2013-04-17,CORD,1,07YC12P00094
32954,IV-N,Calhoun,5806984,2013-05-21,2015-02-20,CORD,2,07YC13P00077
17949,III-S,Hinds,5807050,2007-10-24,2010-07-29,CORD,1,25YC07P01870
17951,III-S,Hinds,5807069,2007-10-24,2008-02-25,CORD,1,25YC07P01871
17950,III-S,Hinds,5807077,2007-10-24,2008-01-24,CORD,1,25YC08P00044
30514,III-S,Hinds,5807077,2012-04-09,2014-11-06,CORD,2,25YC12P01268
24432,VII-W,Hancock,5807557,2010-04-22,2011-11-18,CORD,1,23YC10P00103
17857,I-S,Monroe,5807735,2007-12-17,2009-01-28,CORD,1,48YC07P00640
17539,II-E,Panola,5808332,2007-10-31,2012-12-20,CORD,1,54YC07P00345
17754,IV-S,Scott,5808367,2007-11-01,2009-09-01,CORD,1,62YC07P00378
17638,IV-S,Scott,5808383,2007-11-01,2009-09-01,CORD,1,62YC07P00364
17757,IV-S,Scott,5808413,2007-11-01,2009-09-01,CORD,1,62YC07P00381
17756,IV-S,Scott,5808480,2007-11-01,2009-09-01,CORD,1,62YC07P00380
17755,IV-S,Scott,5808553,2007-11-01,2009-09-01,CORD,1,62YC07P00379
17758,IV-S,Scott,5808766,2007-11-01,2009-09-01,CORD,1,62YC07P00382
17759,IV-S,Scott,5808774,2007-11-01,2009-09-01,CORD,1,62YC07P00383
17573,IV-S,Lauderdale,5809126,2007-10-31,2008-06-26,CORD,1,38YC07P00801
21137,V-W,Pike,5810132,2008-08-06,2008-08-07,CORD,1,57YC08P00381
21136,V-W,Pike,5810159,2008-08-06,2008-08-07,CORD,1,57YC08P00380
17733,VII-C,Harrison,5810981,2007-11-05,2008-02-12,CORD,1,24YC07P01095
17732,VII-C,Harrison,5811015,2007-11-05,2008-02-12,CORD,1,24YC07P01094
42837,VII-C,Harrison,5811015,2016-02-10,NULL,CORD,2,24YC16P00290
41528,I-N,Alcorn,5811562,2015-10-09,NULL,CORD,1,02YC15P00460
17540,V-E,Lincoln,5811856,2007-11-02,2008-10-14,CORD,1,43YC07P00115
39563,VI,Perry,5811899,2015-02-04,2018-09-04,CORD,1,56YC15P00106
17552,IV-S,Lauderdale,5812461,2007-10-31,2008-02-27,CORD,1,38YC07P00800
17978,VII-C,Harrison,5812836,2007-11-07,2008-07-08,CORD,1,24YC07P01108
18455,VII-C,Harrison,5813123,2008-03-06,2008-06-24,CORD,1,24YC08P00181
18719,IV-N,Webster,5813565,2008-04-14,2008-07-02,CORD,1,78YC08P00056
17880,VII-C,Harrison,5816068,2007-12-06,2009-08-17,CORD,1,24YC07P01158
17601,II-E,DeSoto,5816378,2007-11-13,2008-10-21,CORD,1,17YC07P01106
19352,IV-S,Newton,5816866,2008-07-11,2010-06-16,CORD,1,51YC08P00059
19353,IV-S,Newton,5816874,2008-07-11,2010-06-16,CORD,1,51YC08P00060
19268,VII-E,Jackson,5816904,2008-04-24,2009-04-01,CORD,1,30YC08P00598
25941,V-E,Copiah,5817064,2010-10-27,2011-03-11,CORD,1,15YC10P00067
25942,V-E,Copiah,5817102,2010-10-27,2011-03-11,CORD,1,15YC10P00068
45490,V-E,Copiah,5817102,2016-09-08,2017-05-02,CORD,2,15YC16P00256
17995,V-W,Warren,5817498,2007-11-06,2008-09-17,CORD,1,75YC07P00405
17659,VII-C,Harrison,5817730,2007-11-15,2008-02-26,CORD,1,24YC07P01051
19035,IV-N,Oktibbeha,5818419,2008-05-30,2010-05-07,CORD,1,53YC08P00013
35184,IV-N,Clay,5818931,2013-12-18,2014-07-02,CORD,1,13YC13P00136
35185,IV-N,Clay,5818958,2013-12-18,2014-07-02,CORD,1,13YC13P00129
18106,I-N,Tishomingo,5819857,2007-11-09,2010-02-10,CORD,1,71YC08P00002
17701,IV-N,Lowndes,5820774,2007-11-20,2009-01-07,CORD,1,44YC07P00092
17802,VII-E,Jackson,5820995,2007-11-15,2008-11-17,CORD,1,30YC07P00974
17803,VII-E,Jackson,5821002,2007-11-15,2008-11-17,CORD,1,30YC07P01114
17801,VII-E,Jackson,5821010,2007-11-15,2008-11-17,CORD,1,30YC07P01093
19179,V-W,Franklin,5821355,2008-06-18,2011-04-26,CORD,1,19YC08P00007
19180,V-W,Franklin,5821401,2008-06-18,2011-04-26,CORD,1,19YC08P00008
47351,I-S,Monroe,5822335,2017-03-01,NULL,CORD,1,48YC17P00066
44910,V-E,Copiah,5822378,2016-08-02,2016-10-14,CORD,1,15YC16P00189
17624,VII-C,Harrison,5822688,2007-11-15,2008-02-01,CORD,1,24YC07P01052
17574,VII-W,Pearl River,5823498,2007-11-06,2009-12-02,CORD,1,55YC07P00078
47280,VII-E,George,5823501,2017-02-22,2018-01-23,CORD,1,20YC17P00067
17575,VII-W,Pearl River,5823579,2007-11-06,2009-12-02,CORD,1,55YC07P00079
25230,III-S,Hinds,5823692,2010-03-15,2010-03-18,CORD,1,25YC10P00429
17832,VII-C,Harrison,5824060,2007-12-17,2008-07-21,CORD,1,24YC07P01143
17833,VII-C,Harrison,5824079,2007-12-17,2008-07-21,CORD,1,24YC07P01144
17646,III-S,Hinds,5824141,2007-11-07,2007-12-31,CORD,1,25YC07P01716
17576,V-W,Adams,5825709,2007-11-08,2010-05-12,CORD,1,01YC07P00130
17691,VII-C,Harrison,5827167,2007-10-12,2009-08-27,CORD,1,24YC07P01074
17604,VII-W,Hancock,5827736,2007-11-11,2008-12-03,CORD,1,23YC07P00134
26610,I-S,Union,5827817,2011-02-16,2014-05-14,CORD,1,73YC11P00012
49225,V-W,Amite,5828422,2017-08-09,NULL,CORD,1,03YC17P00068
27646,VII-C,Harrison,5828759,2011-06-08,2016-02-23,CORD,1,24YC11P00271
25525,III-S,Hinds,5828961,2010-08-04,2010-08-26,CORD,1,25YC10P01572
17752,VII-C,Harrison,5829038,2007-10-23,2008-07-23,CORD,1,24YC07P01105
17623,V-W,Pike,5829305,2007-11-10,2007-12-19,CORD,1,57YC07P00385
17622,V-W,Pike,5829526,2007-11-10,2007-12-19,CORD,1,57YC07P00384
17621,I-S,Union,5830214,2007-11-12,2007-12-20,CORD,1,73YC07P00572
17636,IV-S,Leake,5830389,2007-11-13,2008-05-15,CORD,1,40YC07P00135
17634,IV-S,Leake,5830427,2007-11-13,2008-05-15,CORD,1,40YC07P00136
17633,IV-S,Leake,5830451,2007-11-13,2008-05-15,CORD,1,40YC07P00139
44601,III-N,Rankin,5830478,2016-06-29,2016-07-19,CORD,1,61YC10P00793
49462,IV-S,Lauderdale,5830605,2017-09-07,NULL,CORD,1,38YC17P00429
49463,IV-S,Lauderdale,5830648,2017-09-07,NULL,CORD,1,38YC17P00430
17717,I-N,Prentiss,5830729,2007-11-26,2008-10-22,CORD,1,59YC07P00421
17626,IV-N,Lowndes,5830885,2007-11-12,2007-11-15,CORD,1,44YC07P00089
17839,IV-N,Lowndes,5830931,2007-11-12,2007-11-15,CORD,1,44YC07P00106
17736,IV-N,Lowndes,5830982,2007-11-12,2007-11-26,CORD,1,44YC07P00095
17625,IV-N,Lowndes,5831016,2007-11-12,2007-11-15,CORD,1,44YC07P00088
50303,VII-C,Harrison,5831172,2017-11-29,NULL,CORD,1,24YC17P03541
50302,VII-C,Harrison,5831237,2017-11-29,2018-06-04,CORD,1,24YC17P03540
17603,VII-W,Hancock,5831903,2007-10-15,2009-07-07,CORD,1,23YC09P00063
31313,V-W,Adams,5831946,2012-10-17,2016-04-18,CORD,1,01YC12P00309
36110,VII-E,Jackson,5832179,2014-04-07,2014-08-27,CORD,1,30YC14P00509
37219,IV-N,West Chickasaw,5832713,2014-08-08,2016-10-21,CORD,1,84YC14P00166
49968,IV-N,West Chickasaw,5832713,2017-10-23,NULL,CORD,2,84YC17P00144
